name;domain;urls;;
Aeropostale;www.aeropostale.com;www.aeropostale.com;;
Aerosoles;www.aerosoles.com;www.aerosoles.com;;
Agent Provocateur;www.agentprovocateur.com;www.agentprovocateur.com;;
Agoda;www.agoda.com;www.agoda.com;;
AHAlife;shop.ahalife.com;shop.ahalife.com;;
AHAVA;www.ahava.com;www.ahava.com;;
Aimee Kestenberg;aimeekestenberg.com;aimeekestenberg.com;;
Air Filters Delivered;www.airfiltersdelivered.com;www.airfiltersdelivered.com;;
Air France;www.airfrance.com;www.airfrance.com;;
Airocide;airocide.com;airocide.com;;
Airport Parking Reservations;www.cheapairportparking.org;www.cheapairportparking.org;;
AirportRentalCars;www.airportrentalcars.com;www.airportrentalcars.com;;
AirTurn;www.airturn.com;www.airturn.com@airturn.myshopify.com;;
AKIRA;www.shopakira.com;www.shopakira.com;;
Alala;alalastyle.com;alalastyle.com;;
Alamo Rent A Car;www.alamo.com;www.alamo.com;;
Albee Baby;www.albeebaby.com;www.albeebaby.com;;
Aldo Shoes;www.aldoshoes.com;www.aldoshoes.com;;
Alex and Ani;www.alexandani.com;www.alexandani.com;;
AlexandAlexa;www.alexandalexa.com;www.alexandalexa.com;;
Alexis Bittar;www.alexisbittar.com;www.alexisbittar.com;;
Algenist;www.algenist.com;www.algenist.com;;
Alibaba;www.alibaba.com;www.alibaba.com@carp.alibaba.com;;
Alibris;www.alibris.com;www.alibris.com;;
alice + olivia;www.aliceandolivia.com;www.aliceandolivia.com;;
Alienware;www.dell.com/;www.dell.com/;;
AliExpress;www.aliexpress.com;www.aliexpress.com@shoppingcart.aliexpress.com;;
All Volleybal;www.allvolleyball.com;www.allvolleyball.com;;
Allen Edmonds;global.allenedmonds.com;global.allenedmonds.com;;
Allergy Buyers Club;www.allergybuyersclub.com;www.allergybuyersclub.com;;
Allied Shirts;www.alliedshirts.com;www.alliedshirts.com;;
Alloy Apparel;http://www.alloyapparel.com/;http://www.alloyapparel.com/;;
AllPosters;www.allposters.com;www.allposters.com;;
AllSaints;www.allsaints.com;www.allsaints.com;;
AllSole;www.allsole.com;www.allsole.com;;
Allswell;allswellhome.com;allswellhome.com;;
Allure Beauty Box;beautybox.allure.com;beautybox.allure.com;;
Alo Yoga;www.aloyoga.com;www.aloyoga.com;;
Alpha Industries;www.alphaindustries.com;www.alphaindustries.com;;
Alphabetdeal;www.alphabetdeal.com;www.alphabetdeal.com;;
AlphaMarts;www.alphamarts.com;www.alphamarts.com;;
Alternative Apparel;www.alternativeapparel.com;www.alternativeapparel.com;;
Altra Running;www.altrarunning.com;www.altrarunning.com;;
Amara;www.amara.com;www.amara.com;;
Amari Hotels;www.amari.com;www.amari.com;;
Amazon;www.amazon.com;www.amazon.com;;
Ambr Eyewear;ambreyewear.com;ambreyewear.com;;
American Blinds;www.americanblinds.com;www.americanblinds.com;;
American Crew;www.americancrew.com;www.americancrew.com;;
AmericanEagle;www.ae.com;www.ae.com;;
American Girl;www.americangirl.com;www.americangirl.com;;
American Tourister;shop.americantourister.com;shop.americantourister.com;;
AmeriMark;www.amerimark.com;www.amerimark.com;;
AMI Club Wear;www.amiclubwear.com;www.amiclubwear.com;;
Amols;www.amols.com;www.amols.com;;
Amore Beds;www.amorebeds.com;www.amorebeds.com;;
AMOREPACIFIC;us.amorepacific.com;us.amorepacific.com;;
Amrita Aromatherapy;www.amrita.net;www.amrita.net;;
Amrita Singh;amritasingh.com;amritasingh.com;;
AmScope;www.amscope.com;www.amscope.com;;
Ancestry.com;www.ancestry.com;www.ancestry.com;;
ANDREW MARC;www.andrewmarc.com;www.andrewmarc.com;;
Angara;www.angara.com;www.angara.com;;
ANINE BING;www.aninebing.com;www.aninebing.com;;
Anker;www.anker.com;www.anker.com;;
Ann Taylor;www.anntaylor.com;www.anntaylor.com;;
Ann Taylor Factory;factory.anntaylor.com;factory.anntaylor.com;;
Anne Cole;annecole.com;annecole.com;;
Anson Calder;ansoncalder.com;ansoncalder.com;;
Anthropologie;hk.anthropologie.com;hk.anthropologie.com;;
AnyPromo.com;www.anypromo.com;www.anypromo.com;;
Apollo Box;www.theapollobox.com;www.theapollobox.com;;
Appaman;www.appaman.com;www.appaman.com;;
Apple Music;www.apple.com;www.apple.com;;
Apple.com;www.apple.com;www.apple.com;;
Appleseed's;appleseeds.blair.com;appleseeds.blair.com;;
Appliances Connection;www.appliancesconnection.com;www.appliancesconnection.com;;
Apres;apresnail.com;apresnail.com;;
APT2B;www.apt2b.com;www.apt2b.com;;
Aquasana;www.aquasana.com;www.aquasana.com;;
Aquatalia;www.aquatalia.com;www.aquatalia.com;;
Aramark;www.aramark.com;www.aramark.com;;
Arbor Day Foundation;www.arborday.org;www.arborday.org@shop.arborday.org;;
Ardene;www.ardene.com;www.ardene.com;;
aRes Travel;www.arestravel.com;www.arestravel.com;;
Arhaus;www.arhaus.com;www.arhaus.com;;
Armani;www.armani.com;www.armani.com;;
The Art of Shaving;www.theartofshaving.com;www.theartofshaving.com;;
Art.com;www.art.com;www.art.com;;
Arteza;arteza.com;arteza.com;;
ArthritisHope;arthritishope.com;arthritishope.com;;
Ascend Hotel Collection by Choice Hotels;www.choicehotels.com;www.choicehotels.com;;
Ashford;www.ashford.edu;www.ashford.edu;;
Ashley Stewart;www.ashleystewart.com;www.ashleystewart.com;;
ASICS;www.asics.com;www.asics.com;;
ASOS;www.asos.com;www.asos.com;;
aSquared Nutrition;asquarednutrition.com;asquarednutrition.com;;
Assouline;www.assouline.com;www.assouline.com;;
Astro Gaming;www.astrogaming.com;www.astrogaming.com@buy.astrogaming.com;;
AT&T TV;www.att.com;www.att.com;;
AT-A-GLANCE;www.daytimer.co.uk;www.daytimer.co.uk;;
Athleta;athleta.gap.com;athleta.gap.com@secure-athleta.gap.com;;
Atkins;www.atkinsglobal.com;www.atkinsglobal.com;;
Atlantis;www.atlantisbahamas.com;www.atlantisbahamas.com;;
Audio Advice;www.audioadvice.com;www.audioadvice.com;;
AuraGlow;auraglow.com;auraglow.com;;
AUrate New York;auratenewyork.com;auratenewyork.com;;
Auto Barn;www.autobarn.com.au;www.autobarn.com.au;;
Auto Parts Warehouse;www.autopartswarehouse.com;www.autopartswarehouse.com;;
AutoAnything;www.autoanything.com;www.autoanything.com;;
AutoShack.com;www.autoshack.com;www.autoshack.com;;
AutoZone;www.autozone.com;www.autozone.com;;
Avast;www.avast.com;www.avast.com;;
Aveda;www.aveda.com;www.aveda.com;;
Avirex;www.avirex.com;www.avirex.com;;
Avon;www.avon.com;www.avon.com;;
D'Artagnan;www.dartagnan.com;www.dartagnan.com;;
Daily Steals;www.dailysteals.com;www.dailysteals.com;;
DailyBurn;dailyburn.com;dailyburn.com;;
Dailygreatness;dailygreatness.co;dailygreatness.co;;
Dana Rebecca Designs;www.danarebeccadesigns.com;www.danarebeccadesigns.com;;
Dango Products;www.dangoproducts.com;www.dangoproducts.com;;
Danskin;danskin.com;danskin.com;;
Dansko;www.dansko.com;www.dansko.com;;
Darphin;www.darphin.eu;www.darphin.eu;;
David's Bridal;www.davidsbridal.com;www.davidsbridal.com;;
David's Cookies;www.davidscookies.com;www.davidscookies.com;;
DavidsTea;www.davidstea.com;www.davidstea.com;;
Day Timer;www.daytimer.co.uk;www.daytimer.co.uk;;
DaySpring;www.dayspring.com;www.dayspring.com;;
DC Shoes;www.dcshoes.com;www.dcshoes.com;;
Deal Extreme;www.dx.com;www.dx.com;;
Deal Genius;www.dealgenius.com;www.dealgenius.com;;
Decadent Minimalist;decadentminimalist.com;decadentminimalist.com;;
Decibullz;www.decibullz.com;www.decibullz.com;;
Decluttr;www.decluttr.com;www.decluttr.com;;
Decor Planet;www.decorplanet.com;www.decorplanet.com;;
Deep Discount;www.deepdiscount.com;www.deepdiscount.com;;
Dell;www.dell.com;www.dell.com;;
Dell Refurbished Computers;www.dellrefurbished.com;www.dellrefurbished.com;;
Deluxe;www.deluxe.com;www.deluxe.com;;
Denby Pottery;www.denbypottery.com;www.denbypottery.com;;
DentalPlans.com;www.dentalplans.com;www.dentalplans.com;;
Dents Gloves;www.dentsgloves.com;www.dentsgloves.com;;
Derek Lam;www.dereklam.com;www.dereklam.com;;
DERMA E;dermae.com;dermae.com;;
Dermablend;www.dermablend.com;www.dermablend.com;;
DERMAdoctor;www.dermadoctor.com;www.dermadoctor.com;;
Dermalogica;www.dermalogica.com;www.dermalogica.com;;
Dermstore;www.dermstore.com;www.dermstore.com;;
Descente Athletic;athletic.descente.com;athletic.descente.com;;
Desert Essence;www.desertessence.com;www.desertessence.com;;
Design by Humans;www.designbyhumans.com;www.designbyhumans.com;;
The Design Network;www.tdn.tv;www.tdn.tv;;
Design Within Reach;www.dwr.com;www.dwr.com;;
DesignCrowd;www.designcrowd.com;www.designcrowd.com;;
Designer Living;www.designerliving.com;www.designerliving.com;;
Desigual;www.desigual.com;www.desigual.com;;
Dessy Group;dessy.com;dessy.com;;
Deux par Deux;www.deuxpardeux.com;www.deuxpardeux.com;;
Di Bruno Bros;dibruno.com;dibruno.com;;
Dia&Co;shop.dia.com;shop.dia.com;;
Diane von Furstenberg DVF;www.dvf.com;www.dvf.com;;
Dick'sSports;www.dickssportinggoods.com;www.dickssportinggoods.com;;
DIESEL;shop.diesel.com;shop.diesel.com;;
Diet Direct;www.dietdirect.com;www.dietdirect.com;;
DIFF Eyewear;www.diffeyewear.com;www.diffeyewear.com;;
DigitalBuyer.com;www.digitalbuyer.com;www.digitalbuyer.com;;
Discount Filter Store;www.discountfilterstore.com;www.discountfilterstore.com;;
Discount Ramps;www.discountramps.com;www.discountramps.com;;
Discount School Supply;www.discountschoolsupply.com;www.discountschoolsupply.com;;
Discount Tire Direct;www.discounttiredirect.com;www.discounttiredirect.com;;
DiscountContactLenses.com;www.discountcontactlenses.com;www.discountcontactlenses.com;;
DiscountFilters.com;www.discountfilters.com;www.discountfilters.com;;
DiscountGlasses.com;www.discountglasses.com;www.discountglasses.com;;
Discovery Cove;discoverycove.com;discoverycove.com;;
DKNY;www.donnakaran.com;www.donnakaran.com;;
Dockers;www.dockers.com;www.dockers.com;;
Dockers Shoes;www.dockersshoes.com;www.dockersshoes.com;;
DoctorInsole;www.doctorinsole.com;www.doctorinsole.com;;
Dogeared;www.dogeared.com;www.dogeared.com;;
Dolce Vita;www.dolcevita.com;www.dolcevita.com;;
Dollar General;www.dollargeneral.com;www.dollargeneral.com;;
Dollar Shave Club;www.dollarshaveclub.com;www.dollarshaveclub.com;;
Dollar Tree;www.dollartree.com;www.dollartree.com;;
DollarDays;www.dollardays.com;www.dollardays.com;;
CabanyCo;www.cabanyco.com;www.cabanyco.com;;
Cabela's;www.cabelas.com;www.cabelas.com;;
Caesars Entertainment;www.caesars.com;www.caesars.com;;
Cafe Britt;www.cafebritt.com;www.cafebritt.com;;
Cafe Joe;www.cafejoeusa.com;www.cafejoeusa.com;;
Cafe Press;www.cafepress.com;www.cafepress.com;;
Cairn;www.cairn.info;www.cairn.info;;
Calcutta Outdoors;www.calcuttaoutdoors.com;www.calcuttaoutdoors.com;;
Calendars.com;www.calendars.com;www.calendars.com;;
Call It Spring;www.callitspring.com;www.callitspring.com;;
Callaway Apparel;www.callawayapparel.com;www.callawayapparel.com;;
Callaway Golf;www.callawaygolf.com;www.callawaygolf.com;;
Callaway Golf Preowned;www.callawaygolfpreowned.com;www.callawaygolfpreowned.com;;
Calphalon;www.calphalon.com;www.calphalon.com;;
CalvinKlein;www.calvinklein.us;www.calvinklein.us;;
CALZEDONIA;hk.calzedonia.com;hk.calzedonia.com;;
Cambria Suites by Choice Hotels;www.choicehotels.com;www.choicehotels.com;;
CAMI NYC;www.caminyc.com;www.caminyc.com;;
Camp Chef;www.campchef.com;www.campchef.com;;
Camping World;www.campingworld.com;www.campingworld.com;;
Candid;www.candidco.com;www.candidco.com;;
Candlewood Suites by IHG;www.ihg.com;www.ihg.com;;
Candy Club;www.candyclub.com;www.candyclub.com;;
Canvas Freaks;www.canvasfreaks.com;www.canvasfreaks.com;;
Canvas Press;www.canvaspress.com;www.canvaspress.com;;
CanvasChamp.com;www.canvaschamp.com;www.canvaschamp.com;;
CanvasDiscount.com;www.canvasdiscount.com;www.canvasdiscount.com;;
CanvasHQ;www.canvashq.com;www.canvashq.com;;
CanvasPeople;www.canvaspeople.com;www.canvaspeople.com;;
CanvasPop;www.canvaspop.com;www.canvaspop.com;;
Capalbo's Gift Baskets;www.capalbosonline.com;www.capalbosonline.com;;
Carbon38;www.carbon38.com;www.carbon38.com;;
CarCovers.com;www.carcovers.com;www.carcovers.com;;
Cariloha;www.cariloha.com;www.cariloha.com;;
Carl's Golfland;www.carlsgolfland.com;www.carlsgolfland.com;;
Carol's Daughter;www.carolsdaughter.com;www.carolsdaughter.com;;
Carolina;www.carolina.com;www.carolina.com;;
CarParts.com;www.carparts.com;www.carparts.com;;
Carson Dellosa Education;www.carsondellosa.com;www.carsondellosa.com;;
Carson's;www.carters.com;www.carters.com;;
Carter + Main;www.carterandmain.com;www.carterandmain.com;;
Carters;www.carters.com;www.carters.com;;
CartoonNetworkShop.com;www.cartoonnetworkshop.com;www.cartoonnetworkshop.com;;
Casa.com;www.be.casashops.com;www.be.casashops.com;;
Case-Mate;www.case-mate.com;www.case-mate.com;;
caseable;www.caseable.com;www.caseable.com;;
Casper;www.casper.com;www.casper.com;;
Castle Baths;www.castlebaths.com;www.castlebaths.com;;
CAT Footwear;www.luisaviaroma.com;www.luisaviaroma.com;;
Cate & Chloe;www.cateandchloe.com;www.cateandchloe.com;;
Catherines;www.catherines.com;www.catherines.com;;
The Catholic Company;www.catholiccompany.com;www.catholiccompany.com;;
CatsPlay;www.catsplay.com;www.catsplay.com;;
Caviar;www.trycaviar.com;www.trycaviar.com;;
CB2;www.cb2.com;www.cb2.com;;
century 21;www.c21stores.com;www.c21stores.com;;
Chaco;www.chacos.com;www.chacos.com;;
Chamberlain;www.chamberlain.com;www.chamberlain.com;;
Champion USA;www.championstore.com;www.championstore.com;;
ChampsSports;www.champssports.com;www.champssports.com;;
Chantelle;www.shop.chantelle.com.tw;www.shop.chantelle.com.tw;;
chapters.indigo.ca;www.chapters.indigo.ca;www.chapters.indigo.ca;;
Charles & Keith;www.charleskeith.com;www.charleskeith.com;;
Charles Clinkard;www.charlesclinkard.co.uk;www.charlesclinkard.co.uk;;
Charles Tyrwhitt;www.ctshirts.com;www.ctshirts.com;;
Charlotte Russe;www.charlotterusse.com;www.charlotterusse.com;;
Charlotte Tilbury;www.charlottetilbury.com;www.charlottetilbury.com;;
Cheap Stair Parts;www.cheapstairparts.com;www.cheapstairparts.com;;
CheapAir.com;www.cheapair.com;www.cheapair.com;;
Cheapfaremart;flights.cheapfaremart.com;flights.cheapfaremart.com;;
CheapFlightsFreak;flights.cheapflightsfreak.com;flights.cheapflightsfreak.com;;
CheapTickets;www.cheaptickets.com;www.cheaptickets.com;;
Chegg;www.chegg.com;www.chegg.com;;
Chelsea Charles Jewelry;www.chelseacharles.com;www.chelseacharles.com;;
Cherrybrook;www.cherrybrook.com;www.cherrybrook.com;;
Cheryl's;www.cheryls.com;www.cheryls.com;;
Chewy;www.chewy.com;www.chewy.com;;
Chicco;www.chiccousa.com;www.chiccousa.com;;
Chico's;www.chicos.com;www.chicos.com;;
Chico’s Off the Rack;www.chicosofftherack.com;www.chicosofftherack.com;;
Chinese Laundry;www.chineselaundry.com;www.chineselaundry.com;;
Chivalry Flowers;www.chivalryflowers.com;www.chivalryflowers.com;;
Christophe Robin;www.christopherobin.com;www.christopherobin.com;;
Christopher and Banks;www.christopherandbanks.com;www.christopherandbanks.com;;
Chrome Industries;www.chromeindustries.com;www.chromeindustries.com;;
Chronicle Books;www.chroniclebooks.com;www.chroniclebooks.com;;
City Chic;www.citychiconline.com;www.citychiconline.com;;
City Sights DC;www.citysightsdc.com;www.citysightsdc.com;;
City Sightseeing;www.city-sightseeing.com;www.city-sightseeing.com;;
CitySights NY;www.citysightsny.com;www.citysightsny.com;;
CitySightseeing New York;www.citysightseeingnewyork.com;www.citysightseeingnewyork.com;;
Claire's;www.claires.com;www.claires.com;;
Clarins;www.clarinsusa.com;www.clarinsusa.com;;
Clarion Hotel by Choice Hotels;www.choicehotels.com;www.choicehotels.com;;
Clarisonic;www.clarisonic.cn;www.clarisonic.cn;;
Clarks;www.clarksusa.com;www.clarksusa.com;;
Clarks Outlet;www.clarksusa.com;www.clarksusa.com;;
Cle de Peau Beaute;www.cledepeaubeaute.com;www.cledepeaubeaute.com;;
Clever Yoga;www.cleveryoga.com;www.cleveryoga.com;;
Clickhere2shop;www.clickhere2shop.com;www.clickhere2shop.com;;
Clinique;www.clinique.com;www.clinique.com;;
Club Monaco;www.clubmonaco.com;www.clubmonaco.com;;
Coach;www.china.coach.com;www.china.coach.com;;
Coastal.com;www.coastal.com;www.coastal.com;;
CocoaVia;www.cocoavia.com;www.cocoavia.com;;
Cocoon by Sealy;www.cocoonbysealy.com;www.cocoonbysealy.com;;
Codecademy;www.codecademy.com;www.codecademy.com;;
CoEdition;www.coedition.com;www.coedition.com;;
Coffee Bean & Tea Leaf;www.store.coffeebean.com;www.store.coffeebean.com;;
Coggles;www.coggles.com;www.coggles.com;;
Bearaby;bearaby.com;bearaby.com;;
BeautifiedYou.com;www.beautifiedyou.com;www.beautifiedyou.com;;
Beauty By Design;www.beautydesign.com;www.beautydesign.com;;
Beauty Care Choices;www.beautycarechoices.com;www.beautycarechoices.com;;
Beauty Expert;www.beautyexpert.com;www.beautyexpert.com;;
Beauty Plus Salon;www.beautyplussalon.com;www.beautyplussalon.com;;
Beautycounter;www.beautycounter.com;www.beautycounter.com;;
bebe;www.bebe.com;www.bebe.com;;
BECCA;www.beccacosmetics.com;www.beccacosmetics.com;;
Becker Professional Education;www.becker.com;www.becker.com;;
Bed Bath and Beyond;www.bedbathandbeyond.com;www.bedbathandbeyond.com;;
belk;www.belk.com;www.belk.com;;
Bella Dahl;www.belladahl.com;www.belladahl.com;;
Bellacor;www.bellacor.com;www.bellacor.com;;
Belly Sleep;bellysleep.com;bellysleep.com;;
Belstaff;www.belstaff.com;www.belstaff.com;;
Belt Outlet;www.beltoutlet.com;www.beltoutlet.com;;
Ben Hogan Golf;www.benhogangolf.com;www.benhogangolf.com;;
Ben Soleimani;www.bensoleimani.com;www.bensoleimani.com;;
Benefit Cosmetics;www.benefitcosmetics.com;www.benefitcosmetics.com;;
Bergdorf Goodman;www.bergdorfgoodman.com;www.bergdorfgoodman.com;;
Best Bee Brothers;www.bestbeebrothers.com;www.bestbeebrothers.com;;
Best Bully Sticks;www.bestbullysticks.com;www.bestbullysticks.com;;
BestBuy;www.bestbuy.com;www.bestbuy.com;;
Best Choice Products;bestchoiceproducts.com;bestchoiceproducts.com;;
Best of Orlando;www.bestoforlando.com;www.bestoforlando.com;;
Best of Vegas;www.bestofvegas.com;www.bestofvegas.com;;
Best Used Tires;www.bestusedtires.com;www.bestusedtires.com;;
Best Western;www.bestwestern.com;www.bestwestern.com;;
BestBuyEyeGlasses;www.bestbuyeyeglasses.com;www.bestbuyeyeglasses.com;;
Betsey Johnson;betseyjohnson.com;betseyjohnson.com;;
Better World Books;www.betterworldbooks.com;www.betterworldbooks.com;;
Betterbraces.com;www.betterbraces.com;www.betterbraces.com;;
Betteridge;www.betteridge.com;www.betteridge.com;;
BFR Bands;www.bfrbands.com;www.bfrbands.com;;
BH Cosmetics;www.bhcosmetics.com;www.bhcosmetics.com;;
BHLDN;www.bhldn.com;www.bhldn.com;;
Big 5 Sporting Goods;www.big5sportinggoods.com;www.big5sportinggoods.com;;
Big Bus Tours;www.bigbustours.com;www.bigbustours.com;;
Big Dogs;www.bigdogs.com;www.bigdogs.com;;
Big Fish Games;www.bigfishgames.com;www.bigfishgames.com;;
BiggerBooks;www.biggerbooks.com;www.biggerbooks.com;;
Bigstock;www.bigstockphoto.com;www.bigstockphoto.com;;
Bikini.com;www.bikini.com;www.bikini.com;;
Binxy Baby;binxybaby.com;binxybaby.com;;
BioClarity;www.bioclarity.com;www.bioclarity.com;;
Biossance;biossance.com;biossance.com;;
Biotherm;www.biotherm-usa.com;www.biotherm-usa.com;;
Birchbox;www.birchbox.com;www.birchbox.com;;
Bissell;www.bissell.com;www.bissell.com;;
bistroMD;www.bistromd.com;www.bistromd.com;;
Bite Beauty;www.bitebeauty.com;www.bitebeauty.com;;
BizChair;www.bizchair.com;www.bizchair.com;;
BJ's;www.bjs.com;www.bjs.com;;
Black Diamond;www.blackdiamondequipment.com;www.blackdiamondequipment.com;;
Black Halo;www.blackhalo.com;www.blackhalo.com;;
Blain's Farm and Fleet;www.farmandfleet.com;www.farmandfleet.com;;
Blank NYC;www.blanknyc.com;www.blanknyc.com;;
Blenders Eyewear;www.blenderseyewear.com;www.blenderseyewear.com;;
Blendtec;www.blendtec.com;www.blendtec.com;;
Blick Art Materials;www.dickblick.com;www.dickblick.com;;
Blinds.com;www.blinds.com;www.blinds.com;;
BlindSaver.com;www.blindsaver.com;www.blindsaver.com;;
BLINQ;www.blinq.com;www.blinq.com;;
Bliss;www.blissworld.com;www.blissworld.com;;
Bloomingdale's;www.bloomingdales.com;www.bloomingdales.com;;
Blooms Today;www.bloomstoday.com;www.bloomstoday.com;;
BloomThat;www.bloomthat.com;www.bloomthat.com;;
Blue Apron;www.blueapron.com;www.blueapron.com;;
Blue Nile;www.bluenile.com;www.bluenile.com;;
Blue Sky;www.bluesky.com;www.bluesky.com;;
Blue&Cream;www.blueandcream.com;www.blueandcream.com;;
Bluebella;www.bluebella.us;www.bluebella.us;;
Bluefly;www.bluefly.com;www.bluefly.com;;
Bluehost;www.bluehost.com;www.bluehost.com;;
bluemercury;bluemercury.com;bluemercury.com;;
BluePrint;blueprint.com;blueprint.com;;
Bluprint;www.mybluprint.com;www.mybluprint.com;;
Blurb;www.blurb.com;www.blurb.com;;
